ticker,returns
ADESE.IS,1.5999997456868496
AGHOL.IS,3.4263958063892117
AKBNK.IS,2.1173704379782654
AKSA.IS,-0.38530622209821574
AKSEN.IS,1.092731639479247
ALGYO.IS,0.908636088135264
ALARK.IS,2.338112301361998
AEFES.IS,1.9926743837202698
ARCLK.IS,-0.42829798461439283
ARDYZ.IS,0.7956990313198267
ASELS.IS,0.6884681651281364
AYDEM.IS,2.29223715658744
BASGZ.IS,0.0
BERA.IS,1.5391998291015625
BIMAS.IS,1.3251533742331283
BIOEN.IS,0.0
BRYAT.IS,0.7247459709376765
BRISA.IS,-0.20816335467585034
CCOLA.IS,0.4538409244826491
CEMAS.IS,0.2074072059453469
CIMSA.IS,1.9816831200512777
DOHOL.IS,1.451851576258738
DOAS.IS,1.8584069959969316
EGEEN.IS,1.4603388727048028
ECILC.IS,2.2354185932303086
EKGYO.IS,2.254826756677814
ENJSA.IS,0.7971730800985357
ENKAI.IS,0.18537128548909276
ERBOS.IS,0.30630630630630673
EREGL.IS,-0.6089050683254249
ESEN.IS,0.0
FROTO.IS,0.49747899159663866
GENIL.IS,0.0
GESAN.IS,0.0
GLYHO.IS,1.0342678054112238
GOZDE.IS,0.7745097810055181
GUBRF.IS,2.33695657018903
SAHOL.IS,1.3743591308593723
HEKTS.IS,1.2789643084450653
INDES.IS,0.5317363381877458
IPEKE.IS,-0.10985465530707117
ISDMR.IS,-0.4287812189176212
ISFIN.IS,5.994609555199622
ISGYO.IS,1.284091046095389
ISMEN.IS,1.8530482839478477
IZMDC.IS,0.3682004695149921
KRDMD.IS,-0.6518941444668691
KARSN.IS,0.3809525415972308
KARTN.IS,0.2411763808306544
KERVT.IS,2.2901965550852115
KRVGD.IS,0.0
KCHOL.IS,0.8225470909050729
KORDS.IS,0.15004568562288512
KOZAL.IS,-0.604625965945401
KOZAA.IS,-0.060825497977154974
LOGO.IS,0.46108966941546825
MAVI.IS,1.9069767104260062
MGROS.IS,3.748643191390789
NTHOL.IS,0.24370429713546837
ODAS.IS,2.849314889533818
OTKAR.IS,0.9398854688139053
OYAKC.IS,0.5504587771357903
PARSN.IS,0.8672990371391744
PGSUS.IS,0.9557945390305056
PETKM.IS,1.7443301357058933
QUAGR.IS,0.0871342839045024
RTALB.IS,1.6287192603669425
SARKY.IS,0.3678160000500368
SASA.IS,0.8589629333946576
SELEC.IS,1.3793101936307037
SKBNK.IS,10.285713598794043
SOKM.IS,1.1375358900230443
TAVHL.IS,0.8394089872613923
TKFEN.IS,2.355179565481386
TKNSA.IS,1.6221929204990282
TOASO.IS,1.4925373134328357
TRGYO.IS,0.041379381407363525
TCELL.IS,0.8767429421719131
TUPRS.IS,1.008178257144519
THYAO.IS,2.14989309454037
TTKOM.IS,0.7683864175416604
TTRAK.IS,0.15699679942985423
GARAN.IS,2.365535155722819
HALKB.IS,2.3350965935830343
ISCTR.IS,3.2287199587227144
TSKB.IS,5.916665954722326
TURSG.IS,2.095238213194107
SISE.IS,0.4932492989721
VAKBN.IS,4.0
ULKER.IS,0.8695653250203783
VERUS.IS,0.4662783616075137
VESBE.IS,-0.2073171629972821
VESTL.IS,0.9437163782935505
YKBNK.IS,2.576842057077508
YATAS.IS,0.8456188978191035
ZRGYO.IS,0.0
ALKIM.IS,1.071428589674892
